day,p25,p50,p75
98,1.0050469534639568,1.1028058270298522,1.2040227305441786
99,1.0056845479491199,1.1047652643029282,1.2058962460351206
100,1.0039311840169098,1.1045781804009742,1.2077356681422973
101,1.0040194727430334,1.1056338187264705,1.2084278623669877
102,1.0061110620615408,1.10521350459548,1.2117551382945866
103,1.0077664381116436,1.1074935294381976,1.213440747632383
104,1.0071347198316025,1.1083284052163678,1.215007740260416
105,1.0070873584908495,1.1097462328323102,1.214417693926323
106,1.0089405874980164,1.1098988863099748,1.2164725228588147
107,1.0104119447676219,1.110371270140329,1.2182235459676596
108,1.0092002807078801,1.1108859323145635,1.2195780281835773
109,1.009693022307785,1.1131953758042137,1.2207999696829603
110,1.0093677991556678,1.1147349139103544,1.2226010334267232
111,1.0106463133219719,1.1166794637574324,1.2257041562038216
112,1.009027791453428,1.1171057445417596,1.2286090751518166
113,1.0104320572994003,1.1180592982296984,1.2281755992171606
114,1.0121984516397364,1.1202867348023904,1.22962071703652
115,1.0128949876729505,1.1203301929137548,1.2326214334787244
116,1.0141887831189718,1.1212236886950895,1.2353374987384096
117,1.0142303075806685,1.1221689249500644,1.2352396068584237
118,1.0164683243081485,1.123931039996375,1.2377993878545495
119,1.0149514787412162,1.1247618636093082,1.239233785983983
120,1.0156069599156645,1.125012311290272,1.2417342518168852
121,1.0161651540726828,1.1255964442092599,1.243221641019774
122,1.015130220883037,1.126032072732972,1.2458767312240915
123,1.0158445961934617,1.1286577858924978,1.2474264602336211
124,1.0157987128104426,1.1285008123087623,1.249613990073514
125,1.0167167345672092,1.1291883908551492,1.2516502028454919
126,1.016432382072261,1.1304507589360653,1.2536247013598303
127,1.0183860925930412,1.131995911733994,1.2555034554074558
128,1.0187531718002893,1.13416057166717,1.2583112452982246
129,1.020773716019856,1.1339912748372787,1.2606001520465966
130,1.0204541041416686,1.1347053336664081,1.260038642697022
131,1.0213559885429322,1.1347854950095664,1.2609961372074172
132,1.0209194213558046,1.1363077904080003,1.263751038474911
133,1.0226776125577732,1.1386781109989004,1.26814117529995
134,1.0251057709727658,1.1390368459696394,1.2692991125476691
135,1.0234425974625152,1.1397567732233576,1.2702991752741437
136,1.0235914486283038,1.1407964476515515,1.271129883497565
137,1.025336776403523,1.1442404085879851,1.2706171638348922
138,1.0249327998702988,1.1433858547368385,1.2708080610449153
139,1.0244620707966137,1.1461490183125682,1.2744901294925444
140,1.0251536171982296,1.148819415023015,1.2779863135349552
141,1.0257465267573118,1.1494443404195778,1.2787017084063117
142,1.0240092678279378,1.1506474161856115,1.2811664217849166
143,1.025206606973336,1.1513646458933304,1.2824556993589113
144,1.028612848306972,1.1515543939779642,1.2829948601605625
145,1.0299930637379942,1.1520802112115478,1.2878686920070426
146,1.0307302619784386,1.1545867443945292,1.2900009330722328
147,1.0314060047468265,1.155166220607652,1.2903815687329123
148,1.031603008285715,1.1568749738003206,1.294043514226044
149,1.0315978535618142,1.1569470601211682,1.2931928851936958
150,1.03358716509933,1.1577093912727148,1.295869246080529
151,1.0347197555942083,1.15785437668172,1.2951833575302796
152,1.036628577265744,1.160362576219058,1.2973778745062972
153,1.0358274720433538,1.1606477286427626,1.3012795732287556
154,1.036283859848569,1.1633008726189331,1.3014211754276024
155,1.0367433218714135,1.1646802932801834,1.3037695171510348
156,1.0376935023362903,1.16585077981685,1.3051575472588626
157,1.039519613223919,1.167787202050377,1.3070494849359435
158,1.0395529685728704,1.169309775879507,1.3065382252008684
159,1.040528687141132,1.1703300827513672,1.3091783170979154
160,1.0418323607270512,1.1720527736209534,1.3102737812760974
161,1.042192580816712,1.1759425302196918,1.312492325979189
162,1.0435989742248981,1.174912573555876,1.3137997397459045
163,1.0424883744742006,1.1752528758929293,1.3164633043054432
164,1.042914181788615,1.1785082973765593,1.3184797819482994
165,1.0433582340393506,1.180752737445921,1.3207019985179458
166,1.0456945409287008,1.1818777400643063,1.3198137736374322
167,1.0453426665673022,1.1822253587363063,1.3232767451549894
168,1.0456294417604939,1.183003460095557,1.3267836197681286
169,1.04589598752823,1.1819585048893808,1.3288402168669626
170,1.0461822740403421,1.1836693578465547,1.328611735221848
171,1.0455137374672447,1.1837576940750139,1.3307942647991535
172,1.0466623209428838,1.1853818018534619,1.333522917487649
173,1.048197485051253,1.184942004941931,1.3347191265480314
174,1.049044380193834,1.187648766557801,1.3350895986705873
175,1.0509468556600683,1.1879831421398372,1.3387969736253473
176,1.0507589388115657,1.1896357171602143,1.3398854282053925
177,1.0511332571073497,1.1910757590587593,1.3398496891753124
178,1.04768801292019,1.1901435690460433,1.34265036071059
179,1.0514701496530785,1.1902739061704684,1.342235087113145
180,1.051613482078176,1.1918590878882616,1.3470020299943666
181,1.0540472592067902,1.1939578780101303,1.3510338362762908
182,1.053421659684012,1.195217437258731,1.3477372734226283
183,1.0548829076660415,1.194931412093513,1.3531532309739434
184,1.0539530045535574,1.1982577150050355,1.3546176897179716
185,1.0573343066200878,1.1990872127763033,1.3539651710545768
186,1.0564311434747,1.1997365186307465,1.3559545536569027
187,1.0582549077513725,1.2006365148500837,1.357787274467412
188,1.0580300809253298,1.199307138323803,1.360165844963399
189,1.0592812788577068,1.2033954704570704,1.3607576668569923
190,1.0571010005478017,1.2044438662699148,1.365486906509124
191,1.0569347822694937,1.2053725478379484,1.3672566949039573
192,1.0562220517178897,1.2077936757093033,1.371145540230888
193,1.0578476287387313,1.2074197490628809,1.37175730928964
194,1.0587457660244683,1.2089116763930692,1.3733881365172336
195,1.0606802337681096,1.2119901069619303,1.3740953750188252
196,1.0605535226354739,1.2117137349888745,1.3753329194794712
197,1.0599489264574544,1.211038422790765,1.3766982002089765
198,1.0631085652772934,1.2122783134190862,1.3795976895172335
199,1.0640877112150668,1.2116283902484644,1.3818218180190778
200,1.0650256482952587,1.2118384236691306,1.3814525564341238
201,1.0645834717460672,1.2143358712474615,1.3842256575708463
202,1.065988607839635,1.2158606031043542,1.3865390900149017
203,1.0652921222319685,1.2180746620344498,1.3880386173712203
204,1.0676280874782123,1.2192791556889286,1.3901659170832503
205,1.0673327042132592,1.2221452046315915,1.389019967555239
206,1.0693643656623166,1.2233426654010509,1.3899297045520873
207,1.0694828275109318,1.222532522134814,1.3936296739053387
208,1.0717466629312362,1.2245076035143334,1.3957253468169435
209,1.0708794288143078,1.2259561164261348,1.399616895194964
210,1.070536785706699,1.2258774467865252,1.4032362148561586
211,1.0723302534391173,1.2246980127407359,1.404071633167439
212,1.0739774456176325,1.226410083415272,1.4039204229993842
213,1.0742564416730316,1.2279300936560005,1.4048566685314405
214,1.0755088223997817,1.2300811461457133,1.4096310225813182
215,1.0742211905735823,1.2317763595395497,1.4083194242397066
216,1.0761417335443673,1.2340606200858102,1.4093663012565685
217,1.0779778916438674,1.235623073158843,1.4126654519610802
218,1.0773658671499762,1.2376540855233045,1.4118414435508424
219,1.079393431632717,1.2371035619239636,1.415399187268494
220,1.078761469396488,1.2387366166494518,1.41760493128925
221,1.0818277069033697,1.2401483412294303,1.4185232607039482
222,1.083352545611385,1.2421549454539076,1.4198235302651667
223,1.0815138280355558,1.2441514844250072,1.423568654746677
224,1.0833249743101516,1.2453514673674329,1.423654925949149
225,1.0836163949059103,1.2469238017208366,1.4256582763904342
226,1.082232469467985,1.2446269336750584,1.4287832040087367
227,1.0842939172500665,1.246052311551014,1.427643659588779
228,1.0842198322987617,1.2460805816946385,1.433923236270098
229,1.083758473685014,1.2502988279777152,1.435000490079791
230,1.085819747523919,1.2523054713250246,1.4382987143249608
231,1.0837584690806386,1.252129254614378,1.4408412385958933
232,1.0837917963187347,1.2537209600098445,1.4422746416829377
233,1.0863857598307098,1.252909317931586,1.4431130303045705
234,1.0879553533749502,1.2526825704988322,1.4471692402144596
235,1.0881433060567212,1.257048668507695,1.4501492433704852
236,1.0898835403795144,1.2585517058527058,1.4490224956530071
237,1.0918374969125322,1.2594204585151532,1.4509272758241318
238,1.0935718583220644,1.259479917491962,1.4524093692298692
239,1.0933119996356324,1.261068664665951,1.4545127587468945
240,1.09229502518903,1.2617543228891839,1.460324032862857
241,1.0934060136404198,1.2614172310896805,1.4601689621231768
242,1.094202236556627,1.2654977065735848,1.463075437638956
243,1.0931133310972825,1.267369881530081,1.4632274812015762
244,1.0944572561084336,1.26772295388044,1.4638583005009296
245,1.0966253535700985,1.2702480745720908,1.463268252025225
246,1.096944926748731,1.270220269771745,1.4662144528638565
247,1.0981079934338178,1.2696562786001224,1.4660895401545608
248,1.0984638195061884,1.2709076688717122,1.4675160136434413
249,1.0963483882442886,1.2734763251079322,1.472568003334708
250,1.095423844524202,1.2732832980498556,1.4716825245816052
251,1.0995325892072993,1.2750644084360188,1.476484655091023
252,1.0962483109110082,1.2755778567812268,1.4763960555381468
253,1.0995621260650401,1.2762060291020643,1.4778724158883654
254,1.1014826764367924,1.2775444131288465,1.478179761232608
255,1.1018026116704207,1.2791001267755404,1.4830102883521996
256,1.1018930304311838,1.2811144331182454,1.483591803337862
257,1.1047327895311343,1.2823678015096562,1.4862019325121014
258,1.1046605837920578,1.2828540557510486,1.4839260646915184
259,1.1052717075348264,1.2856153761517473,1.4852419691531544
260,1.1073476072370316,1.286465293482865,1.4889032471273809
261,1.1081180460448652,1.2850856500335852,1.4898854347925914
262,1.1074419386182341,1.2886514726797353,1.494514272739783
263,1.1106192157330663,1.2894861566691884,1.496419479327048
264,1.111731125577868,1.2928321911243819,1.4989978440014577
265,1.1125846509361452,1.295067774555001,1.4977284332807397
266,1.1132244841710521,1.2976831523723091,1.4999272770404803
267,1.1127122919653822,1.298828924734353,1.4994582415324407
268,1.114490280943821,1.2998057425040495,1.503590886796134
269,1.115166482620549,1.3005621769365185,1.5054867029702546
270,1.114921005145841,1.301123070992956,1.5055578835496983
271,1.1129650746348554,1.3003630960312291,1.506033736716664
272,1.1152634894920335,1.3019577089233767,1.5078528893126444
273,1.1162809183474192,1.3048725717036234,1.5078996104142017
274,1.117876665697839,1.3076028274842337,1.5114510102113865
275,1.1200089620006322,1.3088614436463795,1.5149299598971548
276,1.118504334422615,1.3113827332705907,1.518481842199612
277,1.1193351647470169,1.3136865320601427,1.517586529457663
278,1.1191493480028043,1.3148471923534082,1.521095882498247
279,1.1175796061171548,1.3146936345755234,1.5210799652997251
280,1.1205882986811737,1.3146869495398836,1.5224754376084297
281,1.1209834687209197,1.3164696371310112,1.526972301988819
282,1.123155806769947,1.3196976208438933,1.524029229677336
283,1.1248451720966708,1.3187760829848552,1.525567651581038
284,1.1254563912756568,1.32014604845838,1.5277294830251806
285,1.126665432589777,1.3190333700889767,1.5323282434018075
286,1.1287585907179416,1.3198708803940582,1.5361308037429589
287,1.1278222240325393,1.3203409150646508,1.5361819989753314
288,1.1297520661639384,1.3207724042819584,1.5374098083216547
289,1.1286815853578647,1.3229163265937505,1.5390754189450704
290,1.1301768260070184,1.3233768414784213,1.544339631277138
291,1.1305445131253622,1.3249385529586828,1.5437658192022958
292,1.1292298467320068,1.3263363253724605,1.5487353187191504
293,1.1315019445691763,1.3288561765582747,1.550482336332623
294,1.1306127706886029,1.3304049798810977,1.548627601016689
295,1.1336416160593141,1.33226578925497,1.5521484154059288
296,1.1366109903922235,1.3324213221823022,1.5537568728876705
297,1.135367167722344,1.3339111807815078,1.5586569390172844
298,1.1365288247738317,1.335220665110493,1.5610516514136097
299,1.1374111728167857,1.3358955133212707,1.5618438198468405
300,1.1358819279469403,1.3382443194758433,1.5638319537551004
301,1.138105790389445,1.338017175755702,1.5646975948272002
302,1.1393377994759253,1.3403246377307554,1.5682529055024528
303,1.1399134572915661,1.3422851636632924,1.5729336748546658
304,1.1405575510010286,1.3435534456616447,1.5790409123547855
305,1.14125750333535,1.3458232205951854,1.5788833056194667
306,1.1417237648222904,1.342776538317189,1.5782727658497624
307,1.1426168866502102,1.3464785006485078,1.5818425801551617
308,1.1465478354044945,1.3441507541543438,1.581892286114396
309,1.1449730932351734,1.346010894657222,1.5831224364569696
310,1.1462385902817094,1.3484889146194652,1.5852213067104906
311,1.1455213673767792,1.3502062679043312,1.5905664085427382
312,1.1446288411139716,1.348921145971392,1.5900227027805374
313,1.14878340655528,1.3507757578020203,1.5915625430266584
314,1.1478394072426061,1.3514910500100394,1.5967093355716906
315,1.1490716725503782,1.3534197257891178,1.6009621969825745
316,1.1490269702995113,1.3535865096277422,1.602068592556907
317,1.1495396213233227,1.3569539426544928,1.6056418816447544
318,1.1495746954519852,1.3565799515090453,1.6043641544077696
319,1.1517479081094868,1.3613262269323254,1.6035525749371478
320,1.1521613377422575,1.3620890566519188,1.6039353542499095
321,1.1528274496728494,1.361859873301875,1.6050633101191119
322,1.1538406143289337,1.3635693471906505,1.604269465494108
323,1.1556329648413564,1.367396653879104,1.605626486029747
324,1.1563154318310884,1.3705061380789028,1.6055977728731705
325,1.155755040629565,1.3705772906135514,1.6130648507399066
326,1.1589988105639053,1.3708847330021041,1.6144046457021541
327,1.1566449665646499,1.3721815936022916,1.617940099997925
328,1.1580676096650044,1.3749201399532316,1.620369930919917
329,1.1607626457186293,1.3764540450070526,1.6235031293785118
330,1.1598839790990758,1.3766745065079706,1.6236681808597233
331,1.1602389470597148,1.378771101786369,1.6224611104258537
332,1.160615501933215,1.3801912882986407,1.6264291743048702
333,1.1600342276265603,1.379227126627611,1.6315111576013852
334,1.160801184638998,1.3818015808508357,1.6284971609398216
335,1.160840999864009,1.3813577247106898,1.629715170113041
336,1.1609494028264684,1.3827579531328678,1.6310877371917045
337,1.1622966523178453,1.3861848144577977,1.6343921768124094
338,1.1644095899058633,1.3848179352709704,1.6344341316118434
339,1.1659150460806724,1.3854832056580648,1.6386844416730353
340,1.166301731529203,1.3886746475278724,1.6420597013213245
341,1.16471911620966,1.3892885987877075,1.645569190125098
342,1.167438714509541,1.3905678218962951,1.6481464630005946
343,1.1683044139824164,1.391121981146286,1.6527132280292967
344,1.16762368401062,1.3930610107985006,1.656880828013674
345,1.171818982410687,1.3925938947384973,1.658054054927952
346,1.1697962231772019,1.394781446833898,1.6558345191141148
347,1.1714339341507747,1.3974721888144293,1.6540001668421387
348,1.1710045718485935,1.3998447384552204,1.6573379524416514
349,1.1733425862827904,1.4016701110421397,1.661830216070982
350,1.17279734016221,1.4013992492906913,1.663521187354576
351,1.1722957776177054,1.4018395292755144,1.6611517871246047
352,1.1739483014633085,1.4023991235085154,1.6687288813378602
353,1.1782025349431358,1.4066076008658737,1.6719163475818823
354,1.1792077723033467,1.4075897051912685,1.672505014938617
355,1.1775235877076367,1.4112029594818907,1.675235519046279
356,1.1790766611319405,1.4126938113214673,1.676778361432529
357,1.1794027624832115,1.4138126754347604,1.679449821775796
358,1.1811837273283563,1.415235428055639,1.683594779782522
359,1.1813208984020354,1.4163053600814435,1.683438400519035
360,1.1822671725179144,1.4179843080861607,1.6836719932146487
361,1.1818864561673297,1.4176794414765976,1.6847953501114328
362,1.1819317877650382,1.4188025998570333,1.6871287194006162
363,1.1849784483005446,1.4221681878710224,1.6896383405435276
364,1.1873000209046192,1.421783362617048,1.6889930822936339
365,1.1880699701071966,1.4223020832247277,1.69208244166571
366,1.1900092506212856,1.4242003578019204,1.6899984489928774
367,1.1920173827667249,1.4224383595731274,1.691897478574638
368,1.1944383659316258,1.4243907591338876,1.6916630386037916
369,1.1952937079460872,1.4252053481658509,1.6944525274373685
370,1.1960656114713637,1.4309324886286292,1.696716910016049
371,1.1977133028789306,1.4332277677352367,1.7042351646551828
372,1.2000216784251037,1.4346778699072202,1.7031710593250116
373,1.2023395784238742,1.436577849160964,1.7066729545068933
374,1.200067512202437,1.4373822878963312,1.7082912714220793
375,1.2009768884250493,1.4381047741170458,1.7074918167763962
376,1.202387436961628,1.4373727002788366,1.706673155864117
377,1.20107958104483,1.4396358915158727,1.7094182599849708
378,1.2032432059571685,1.440252333757361,1.712036300321687
379,1.2057327254121748,1.4408660370741249,1.7164453623155564
380,1.2065239608480178,1.4425226682007055,1.7199390314463419
381,1.206119139177166,1.4426955454426744,1.7245082009929973
382,1.2090172470647895,1.4438900088397841,1.7262870516259534
383,1.208232617316278,1.4465726214814532,1.7270853238224422
384,1.208416242544653,1.446376775719164,1.7284231159795436
385,1.2102330898720741,1.447153848530744,1.7348882544920678
386,1.2109240966292076,1.4496091107208757,1.735920799006465
387,1.2125977512319186,1.4517765029512755,1.737579930602748
388,1.2106605117796798,1.4517847709997882,1.7380972002698116
389,1.2123652369275333,1.4569234107068898,1.7444453268292146
390,1.2120274780086144,1.4564727127241754,1.7450267801252128
391,1.2105118207386236,1.4589367102169375,1.7456645211755935
392,1.2149043732692792,1.4605631729294144,1.7497886895709178
393,1.2148299009965045,1.4610608528118982,1.7538527496247913
394,1.2176457825024571,1.4633903843872225,1.7551561700786316
395,1.2173577073760735,1.4615722257506354,1.75900896969913
396,1.2212490599012005,1.466715041716014,1.7603868395890272
397,1.22025346858003,1.4666924600792304,1.7584508813708684
398,1.2220760319585813,1.468011525913774,1.7596368417485198
399,1.222218814208929,1.4695927949015588,1.7623197489400166
400,1.2229163609270945,1.4715970428493823,1.7664104946296841
401,1.2265773967001996,1.4726178256530882,1.768603270166831
402,1.2260039760719543,1.4744189092413975,1.7722597087039962
403,1.2260925458376946,1.4769119521742051,1.7748410589000503
404,1.2291332600096787,1.4774828828557545,1.7746718379893989
405,1.2295646877114703,1.481691751326214,1.7771948056910323
406,1.2325558206604843,1.4795487407973797,1.7788704429788047
407,1.2333004689998484,1.4849291383717946,1.7828685182570903
408,1.2313698196200502,1.4877255456922358,1.7804411493831795
409,1.2350797271099636,1.4856691965834257,1.7840832998101228
410,1.2354224716908633,1.4861719761774426,1.7861490205359987
411,1.2361562586088355,1.4896890791855153,1.7878405314910777
412,1.2361027651714558,1.4930637100690698,1.790960388324784
413,1.2376001872207167,1.4941210869063126,1.792237597505757
414,1.2397117641897022,1.4969842385495604,1.7943724859974246
415,1.238516754261711,1.498020894332499,1.8000147215302904
416,1.2392224151345055,1.498090067709124,1.798834276772172
417,1.238634731408872,1.4998784236566318,1.802139497444648
418,1.2397475163121636,1.4994433954598003,1.8036645296836284
419,1.2408730573648397,1.5011538291028517,1.8005926158464642
420,1.2422324688928903,1.5028748156571523,1.8057304770630684
421,1.2426711714689807,1.505000588101823,1.8075970601031015
422,1.2413371159022542,1.5069866575735467,1.807391705956239
423,1.2466402175183713,1.5064330358785756,1.8096104993490907
424,1.2463747460835921,1.510449264307459,1.8076097565613278
425,1.2449185623363643,1.5092044724874407,1.8118592820343675
426,1.2468702745781601,1.5125886929152133,1.8076286392230663
427,1.2498404833525165,1.5131528492293853,1.8104771296659423
428,1.2493100498591057,1.5165390859609602,1.8129315109012425
429,1.2503171052919488,1.518849054645536,1.8152602655370282
430,1.2514111646302661,1.5209217159107875,1.8205891701371546
431,1.2511946520021933,1.524297017751751,1.8258100231186798
432,1.2538532185142701,1.5236323338764381,1.8255264847843096
433,1.256708856323958,1.5253874212846656,1.826620081538704
434,1.2532196955874109,1.5261956628617175,1.8311538297507302
435,1.2522928487565919,1.5270076906811179,1.830301705061783
436,1.2545689567397746,1.5280089363419724,1.8337075799952298
437,1.2557199700483441,1.5308386080045238,1.832560873864308
438,1.255508855381854,1.5295118516864852,1.8389558821731966
439,1.2588326285221574,1.529986701095767,1.841955563990128
440,1.2630966111037925,1.5344638718732513,1.8409316871848
441,1.2661775000183157,1.5370629826790119,1.8447302177933322
442,1.2656565472983687,1.5376295879018127,1.8497547302284865
443,1.2635897194368155,1.5391616358466467,1.849944723482084
444,1.2645508629727382,1.5413945131216258,1.851739743443293
445,1.2649836880749983,1.541159774072892,1.8544213833382621
446,1.2655776334884719,1.5426734143561998,1.8535896969905368
447,1.2680217734135886,1.547193860530368,1.858793946895649
448,1.2645772567802431,1.5489306551308384,1.8621749519755015
449,1.2689847243704881,1.5499189265067126,1.8641134722801824
450,1.2691630402470944,1.5517135722846127,1.8662578866359465
451,1.268309821738582,1.55175357307957,1.8687052894266134
452,1.2692082839754684,1.553557337942728,1.8706004562748357
453,1.26781657397344,1.554166939597484,1.8738143041739523
454,1.270485982910185,1.5580920311442374,1.8774218474274815
455,1.2696660261754558,1.5598357701055905,1.8763656507655437
456,1.2718196029249693,1.5620299440890335,1.8797633255154707
457,1.2727701323270133,1.5622587825578935,1.8774656644092782
458,1.275537940556899,1.5612786531587513,1.8811210098315925
459,1.2760862973215334,1.563288244371003,1.8805525633842632
460,1.2774430947233228,1.5638835682262289,1.8860027362001943
461,1.272241452005621,1.5660445119380686,1.886253713117399
462,1.2738936224993218,1.5688146150543463,1.8915368708352802
463,1.2771670239553092,1.572602168686294,1.8951764190713098
464,1.277648304979322,1.5733525018810421,1.8973599676900497
465,1.2790209052076933,1.5752187137138562,1.8954425627038554
466,1.2825367081213743,1.57253374115964,1.9017733989632044
467,1.2833294978074699,1.576005520653109,1.9099828486478716
468,1.2906941501964355,1.5769530459059533,1.909997622355292
469,1.289051956662771,1.5789004315288537,1.9099204524502955
470,1.2910564344962052,1.5786263663996123,1.9137604712450322
471,1.2906045434789504,1.5827101101260659,1.9120739969271114
472,1.2924617089858152,1.580801859750048,1.9094503849869948
473,1.2933178057479675,1.5809701425855953,1.911498580981116
474,1.2959651000245556,1.5844176361008728,1.910630077001666
475,1.2960518518534727,1.5838296525069904,1.9147323337479207
476,1.298224623299296,1.587684736641226,1.9204832025442042
477,1.3010022238001115,1.586895733565356,1.9236646520817686
478,1.2990529453611173,1.5905291548888436,1.9242190737968063
479,1.3007281500056642,1.5895296850766276,1.926982540075795
480,1.29834094514108,1.5915172256372454,1.9294128922967582
481,1.299883181487048,1.5907953582300745,1.933543503879262
482,1.3044049421755601,1.5923649155284183,1.9314567776470983
483,1.305023286282671,1.5920420644985565,1.9364010182604594
484,1.3033318750351262,1.5951302768847047,1.9343186538438104
485,1.303990207260868,1.59416271753057,1.933102346326629
486,1.308967463532476,1.5964274128625058,1.9408919972022072
487,1.3084316076946394,1.5979683561957838,1.942029024290431
488,1.3075575880668608,1.6029809884437718,1.945873987429413
489,1.309225686168069,1.6031210029845757,1.9506613922822327
490,1.3093673682947178,1.6054990075455455,1.9493671824434993
491,1.3095073479342338,1.6044315579982573,1.9509640304196418
492,1.3083830690438298,1.6098604961693699,1.9563597403626125
